SalesKey,OrderID,OrderLineNumber,OrderDateKey,ShipDateKey,CustomerKey,GeographyKey,RegionKey,ProductKey,ChannelKey,SalesRepKey,SalesAmount,GrossSalesAmount,DiscountAmount,DiscountPct,Quantity,UnitPrice,CostAmount,ProfitAmount,ReturnedFlag
2188,ORD-202406-00933,3,20240624,20240626,235,13,5,26,4,2,1839.26,1914.4,75.14,0.0393,4,478.6,1400.09,439.17,0
2189,ORD-202406-00933,4,20240624,20240626,235,13,5,17,4,2,119.56,121.7,2.14,0.0176,10,12.17,58.96,60.6,0
2190,ORD-202406-00956,1,20240624,20240628,248,11,4,28,1,3,1150.57,1194.25,43.68,0.0366,5,238.85,925.94,224.63,0
2191,ORD-202406-00956,2,20240624,20240628,248,11,4,10,1,3,227.27,231.48,4.21,0.0182,12,19.29,119.13,108.14,0
2192,ORD-202406-00956,3,20240624,20240628,248,11,4,25,1,3,1395.01,1475.9,80.89,0.0548,5,295.18,1161.01,234.0,0
2193,ORD-202406-00879,1,20240625,20240629,223,12,4,28,4,3,918.81,958.2,39.39,0.0411,4,239.55,797.71,121.09,0
2194,ORD-202406-00879,2,20240625,20240629,223,12,4,25,4,3,643.22,676.24,33.02,0.0488,2,338.12,467.83,175.39,0
2195,ORD-202406-00887,1,20240625,20240627,240,2,1,25,3,8,1547.21,1593.35,46.14,0.029,5,318.67,1230.1,317.11,0
2196,ORD-202406-00921,1,20240625,20240628,58,4,2,19,4,9,426.57,434.16,7.59,0.0175,3,144.72,288.04,138.54,0
2197,ORD-202406-00921,2,20240625,20240628,58,4,2,5,4,9,1025.73,1033.26,7.53,0.0073,3,344.42,716.05,309.69,0
2198,ORD-202406-00935,1,20240625,20240629,130,5,2,9,2,9,404.78,417.06,12.28,0.0295,14,29.79,235.45,169.33,0
2199,ORD-202406-00954,1,20240625,20240629,12,10,4,21,1,12,614.35,615.2,0.85,0.0014,8,76.9,312.0,302.34,0
2200,ORD-202406-00954,2,20240625,20240629,12,10,4,14,1,12,77.36,78.57,1.21,0.0154,9,8.73,36.61,40.75,0
2201,ORD-202406-00961,1,20240625,20240627,203,15,5,20,3,1,189.53,193.45,3.92,0.0203,5,38.69,100.08,89.45,0
2202,ORD-202406-00961,2,20240625,20240627,203,15,5,1,3,1,544.0,573.02,29.02,0.0506,2,286.51,395.6,148.4,0
2203,ORD-202406-00988,1,20240625,20240626,231,9,3,18,1,5,85.97,86.94,0.97,0.0111,6,14.49,45.16,40.82,0
2204,ORD-202406-00988,2,20240625,20240626,231,9,3,4,1,5,773.59,810.32,36.73,0.0453,1,810.32,593.28,180.32,0
2205,ORD-202406-01010,1,20240625,20240628,81,10,4,18,2,12,268.59,279.8,11.21,0.0401,20,13.99,154.85,113.74,0
2206,ORD-202406-01010,2,20240625,20240628,81,10,4,11,2,12,276.91,290.29,13.38,0.0461,13,22.33,168.94,107.96,0
2207,ORD-202406-01010,3,20240625,20240628,81,10,4,25,2,12,1553.99,1618.05,64.06,0.0396,5,323.61,1187.96,366.03,1
2208,ORD-202406-00908,1,20240626,20240630,246,14,5,12,4,2,296.83,302.6,5.77,0.0191,17,17.8,152.66,144.17,0
2209,ORD-202406-00908,2,20240626,20240630,246,14,5,5,4,2,1346.54,1399.48,52.94,0.0378,4,349.87,927.17,419.37,0
2210,ORD-202406-00908,3,20240626,20240630,246,14,5,11,4,2,40.34,41.6,1.26,0.0303,2,20.8,25.31,15.03,0
2211,ORD-202406-00916,1,20240626,20240630,253,7,3,26,4,6,849.16,881.18,32.02,0.0363,2,440.59,737.05,112.11,0
2212,ORD-202406-00936,1,20240626,20240628,124,15,5,9,4,11,141.12,146.2,5.08,0.0348,5,29.24,77.42,63.69,0
2213,ORD-202406-00936,2,20240626,20240628,124,15,5,10,4,11,77.13,79.28,2.15,0.0271,4,19.82,37.06,40.08,0
2214,ORD-202406-01008,1,20240626,20240628,52,3,1,12,1,8,89.7,90.18,0.48,0.0053,6,15.03,52.08,37.62,0
2215,ORD-202406-00857,1,20240627,20240630,81,10,4,22,4,4,185.06,192.02,6.96,0.0363,2,96.01,110.78,74.27,0
2216,ORD-202406-00909,1,20240627,20240701,96,9,3,14,2,5,115.06,118.69,3.63,0.0306,13,9.13,54.72,60.34,0
2217,ORD-202406-00909,2,20240627,20240701,96,9,3,1,2,5,1172.55,1221.36,48.81,0.04,4,305.34,768.54,404.01,0
2218,ORD-202406-00939,1,20240627,20240702,151,8,3,3,4,5,1180.93,1224.22,43.29,0.0354,2,612.11,910.42,270.51,0
2219,ORD-202406-00939,2,20240627,20240702,151,8,3,15,4,5,53.23,54.84,1.61,0.0294,3,18.28,42.38,10.85,0
2220,ORD-202406-00939,3,20240627,20240702,151,8,3,8,4,5,522.98,525.72,2.74,0.0052,4,131.43,386.98,136.0,0
2221,ORD-202406-01004,1,20240627,20240628,24,2,1,15,4,8,169.39,174.15,4.76,0.0273,9,19.35,123.22,46.17,0
2222,ORD-202406-01004,2,20240627,20240628,24,2,1,4,4,8,766.12,799.31,33.19,0.0415,1,799.31,620.68,145.44,0
2223,ORD-202406-01004,3,20240627,20240628,24,2,1,23,4,8,1309.82,1370.78,60.96,0.0445,1,1370.78,1125.45,184.37,0
2224,ORD-202406-00911,1,20240628,20240702,191,8,3,13,2,6,185.66,193.12,7.46,0.0386,16,12.07,80.98,104.68,0
2225,ORD-202406-00911,2,20240628,20240702,191,8,3,20,2,6,311.28,322.56,11.28,0.035,8,40.32,176.37,134.92,0
2226,ORD-202406-00997,1,20240628,20240703,86,10,4,2,2,12,876.83,929.55,52.72,0.0567,5,185.91,579.02,297.81,0
2227,ORD-202406-00997,2,20240628,20240703,86,10,4,25,2,12,302.85,317.42,14.57,0.0459,1,317.42,237.35,65.5,0
2228,ORD-202406-00862,1,20240629,20240701,34,8,3,13,4,6,50.09,51.1,1.01,0.0199,5,10.22,26.18,23.91,0
2229,ORD-202406-00862,2,20240629,20240701,34,8,3,15,4,6,159.49,161.19,1.7,0.0106,9,17.91,121.54,37.95,0
2230,ORD-202406-00867,1,20240629,20240702,39,7,3,17,1,5,74.82,76.3,1.48,0.0194,7,10.9,42.97,31.85,0
2231,ORD-202406-00873,1,20240629,20240702,131,8,3,9,4,5,463.77,471.84,8.07,0.0171,16,29.49,254.84,208.93,0
2232,ORD-202406-00873,2,20240629,20240702,131,8,3,15,4,5,129.71,133.98,4.27,0.0319,7,19.14,99.28,30.43,0
2233,ORD-202406-00998,1,20240629,20240630,152,9,3,20,4,6,74.05,75.2,1.15,0.0153,2,37.6,41.61,32.43,0
2234,ORD-202406-00998,2,20240629,20240630,152,9,3,23,4,6,2792.57,2845.22,52.65,0.0185,2,1422.61,2233.89,558.68,0
2235,ORD-202406-00998,3,20240629,20240630,152,9,3,25,4,6,956.71,998.76,42.05,0.0421,3,332.92,720.82,235.88,0
2236,ORD-202406-00894,1,20240630,20240702,130,5,2,28,4,9,231.34,240.45,9.11,0.0379,1,240.45,197.45,33.89,0
2237,ORD-202406-00894,2,20240630,20240702,130,5,2,16,4,9,72.94,75.1,2.16,0.0287,5,15.02,52.38,20.56,0
2238,ORD-202406-00913,1,20240630,20240702,60,15,5,17,3,11,92.4,96.88,4.48,0.0463,8,12.11,47.08,45.32,0
2239,ORD-202406-00913,2,20240630,20240702,60,15,5,21,3,11,370.51,385.05,14.54,0.0378,5,77.01,205.38,165.12,0
2240,ORD-202406-00947,1,20240630,20240703,212,11,4,24,3,3,3594.18,3702.7,108.52,0.0293,2,1851.35,2984.44,609.74,0
2241,ORD-202406-00947,2,20240630,20240703,212,11,4,12,3,3,92.45,96.36,3.91,0.0405,6,16.06,53.16,39.29,0
2242,ORD-202406-00987,1,20240630,20240702,109,12,4,20,3,3,269.36,281.82,12.46,0.0442,7,40.26,143.64,125.71,0
2243,ORD-202406-00987,2,20240630,20240702,109,12,4,15,3,3,188.91,194.3,5.39,0.0277,10,19.43,133.98,54.93,0
2244,ORD-202406-00987,3,20240630,20240702,109,12,4,19,3,3,976.98,992.81,15.83,0.0159,7,141.83,619.98,357.0,0
2245,ORD-202406-00987,4,20240630,20240702,109,12,4,8,3,3,220.54,229.64,9.1,0.0396,2,114.82,179.85,40.69,0
2246,ORD-202407-01034,1,20240701,20240706,239,2,1,20,4,7,174.42,177.1,2.68,0.0152,5,35.42,106.63,67.79,0
2247,ORD-202407-01034,2,20240701,20240706,239,2,1,24,4,7,9223.8,9223.8,0.0,0.0,5,1844.76,7569.48,1654.32,0
2248,ORD-202407-01041,1,20240701,20240705,211,15,5,17,1,1,181.41,185.92,4.51,0.0242,16,11.62,98.98,82.43,0
2249,ORD-202407-01041,2,20240701,20240705,211,15,5,3,1,1,2889.12,3067.8,178.68,0.0582,5,613.56,2217.31,671.81,0
2250,ORD-202407-01041,3,20240701,20240705,211,15,5,28,1,1,676.21,721.89,45.68,0.0633,3,240.63,561.74,114.47,0
2251,ORD-202407-01044,1,20240701,20240705,48,2,1,19,4,8,549.66,564.68,15.02,0.0266,4,141.17,372.49,177.17,0
2252,ORD-202407-01044,2,20240701,20240705,48,2,1,5,4,8,341.22,341.22,0.0,0.0,1,341.22,242.7,98.52,0
2253,ORD-202407-01060,1,20240701,20240704,100,15,5,2,3,1,346.91,361.04,14.13,0.0391,2,180.52,233.01,113.9,0
2254,ORD-202407-01060,2,20240701,20240704,100,15,5,19,3,1,586.03,602.72,16.69,0.0277,4,150.68,382.96,203.08,0
2255,ORD-202407-01060,3,20240701,20240704,100,15,5,5,3,1,720.11,762.12,42.01,0.0551,2,381.06,473.37,246.74,0
2256,ORD-202407-01060,4,20240701,20240704,100,15,5,4,3,1,1495.82,1551.94,56.12,0.0362,2,775.97,1215.98,279.84,0
2257,ORD-202407-01062,1,20240701,20240703,181,1,1,4,1,8,2084.54,2154.75,70.21,0.0326,3,718.25,1758.64,325.9,0
2258,ORD-202407-01062,2,20240701,20240703,181,1,1,11,1,8,156.8,156.8,0.0,0.0,7,22.4,90.54,66.26,0
2259,ORD-202407-01092,1,20240701,20240705,136,9,3,18,4,5,98.11,100.8,2.69,0.0267,7,14.4,52.59,45.52,0
2260,ORD-202407-01092,2,20240701,20240705,136,9,3,6,4,5,474.05,480.26,6.21,0.0129,2,240.13,287.02,187.02,0
2261,ORD-202407-01103,1,20240701,20240704,203,15,5,3,2,11,1766.97,1872.51,105.54,0.0564,3,624.17,1341.94,425.03,0
2262,ORD-202407-01103,2,20240701,20240704,203,15,5,15,2,11,251.45,262.34,10.89,0.0415,13,20.18,175.62,75.83,0
2263,ORD-202407-01103,3,20240701,20240704,203,15,5,18,2,11,242.76,248.48,5.72,0.023,16,15.53,120.48,122.29,0
2264,ORD-202407-01118,1,20240701,20240706,32,10,4,11,2,12,295.04,306.6,11.56,0.0377,14,21.9,177.21,117.83,0
2265,ORD-202407-01118,2,20240701,20240706,32,10,4,27,2,12,1107.28,1197.0,89.72,0.075,3,399.0,1045.88,61.4,0
2266,ORD-202407-01120,1,20240701,20240703,128,7,3,26,3,5,2090.42,2238.9,148.48,0.0663,5,447.78,1836.44,253.98,0
2267,ORD-202407-01128,1,20240701,20240705,239,2,1,13,3,8,150.74,156.39,5.65,0.0361,13,12.03,65.72,85.02,0
2268,ORD-202407-01128,2,20240701,20240705,239,2,1,10,3,8,55.35,56.07,0.72,0.0129,3,18.69,30.7,24.65,0
2269,ORD-202407-01128,3,20240701,20240705,239,2,1,7,3,8,2034.43,2041.36,6.93,0.0034,2,1020.68,1689.96,344.46,0
2270,ORD-202407-01128,4,20240701,20240705,239,2,1,17,3,8,123.7,126.39,2.69,0.0213,11,11.49,65.57,58.13,0
2271,ORD-202407-01149,1,20240701,20240703,47,15,5,18,1,11,190.15,193.96,3.81,0.0197,13,14.92,97.15,93.0,0
2272,ORD-202407-01149,2,20240701,20240703,47,15,5,24,1,11,15114.19,15744.48,630.29,0.04,8,1968.06,12024.24,3089.95,0
2273,ORD-202407-01086,1,20240702,20240706,53,15,5,19,4,2,717.21,729.8,12.59,0.0173,5,145.96,447.77,269.44,0
2274,ORD-202407-01086,2,20240702,20240706,53,15,5,13,4,2,135.21,138.45,3.24,0.0234,13,10.65,66.56,68.66,0
2275,ORD-202407-01097,1,20240702,20240704,162,12,4,10,4,3,83.79,86.5,2.71,0.0314,5,17.3,47.02,36.77,0
2276,ORD-202407-01097,2,20240702,20240704,162,12,4,26,4,3,1375.72,1448.67,72.95,0.0504,3,482.89,1094.28,281.44,0
2277,ORD-202407-01100,1,20240702,20240705,76,14,5,5,4,1,646.22,672.84,26.62,0.0396,2,336.42,448.43,197.79,0
2278,ORD-202407-01134,1,20240702,20240707,134,12,4,23,2,4,7237.38,7513.95,276.57,0.0368,5,1502.79,5655.54,1581.84,0
2279,ORD-202407-01134,2,20240702,20240707,134,12,4,18,2,4,238.8,248.16,9.36,0.0377,16,15.51,119.12,119.68,0
2280,ORD-202407-01139,1,20240702,20240707,7,5,2,16,2,10,208.32,218.55,10.23,0.0468,15,14.57,159.45,48.86,0
2281,ORD-202407-01139,2,20240702,20240707,7,5,2,22,2,10,290.02,301.44,11.42,0.0379,3,100.48,173.2,116.83,0
2282,ORD-202407-01145,1,20240702,20240711,228,7,3,9,2,6,299.43,306.9,7.47,0.0244,11,27.9,164.47,134.96,0
2283,ORD-202407-01145,2,20240702,20240711,228,7,3,26,2,6,2703.13,2808.24,105.11,0.0374,6,468.04,2241.91,461.22,0
2284,ORD-202407-01156,1,20240702,20240704,123,8,3,26,3,5,425.36,452.86,27.5,0.0607,1,452.86,367.14,58.23,0
2285,ORD-202407-01156,2,20240702,20240704,123,8,3,27,3,5,1275.07,1278.36,3.29,0.0026,3,426.12,1044.56,230.51,0
2286,ORD-202407-01156,3,20240702,20240704,123,8,3,1,3,5,1101.09,1142.88,41.79,0.0366,4,285.72,795.61,305.48,0
2287,ORD-202407-01027,1,20240703,20240708,79,1,1,17,4,8,119.1,121.3,2.2,0.0182,10,12.13,57.67,61.43,0
2288,ORD-202407-01027,2,20240703,20240708,79,1,1,15,4,8,167.12,171.0,3.88,0.0227,9,19.0,123.04,44.08,0
2289,ORD-202407-01027,3,20240703,20240708,79,1,1,23,4,8,2889.53,3009.12,119.59,0.0397,2,1504.56,2229.17,660.37,0
2290,ORD-202407-01031,1,20240703,20240706,224,7,3,14,4,5,76.32,78.48,2.16,0.0275,9,8.72,36.83,39.49,1
2291,ORD-202407-01040,1,20240703,20240706,108,7,3,26,3,5,1005.18,1018.74,13.56,0.0133,2,509.37,732.16,273.02,0
2292,ORD-202407-01040,2,20240703,20240706,108,7,3,19,3,5,146.81,152.51,5.7,0.0374,1,152.51,96.34,50.47,0
2293,ORD-202407-01057,1,20240703,20240705,164,11,4,9,3,3,209.35,216.72,7.37,0.034,7,30.96,107.62,101.74,0
2294,ORD-202407-01057,2,20240703,20240705,164,11,4,19,3,3,554.88,580.36,25.48,0.0439,4,145.09,358.66,196.22,0
2295,ORD-202407-01083,1,20240703,20240705,165,14,5,5,1,11,1390.17,1430.88,40.71,0.0285,4,357.72,937.25,452.92,0
2296,ORD-202407-01083,2,20240703,20240705,165,14,5,19,1,11,1531.34,1572.7,41.36,0.0263,10,157.27,874.73,656.61,0
2297,ORD-202407-01108,1,20240703,20240706,206,15,5,21,4,11,149.36,152.12,2.76,0.0181,2,76.06,82.4,66.96,0
2298,ORD-202407-01108,2,20240703,20240706,206,15,5,1,4,11,900.64,930.42,29.78,0.032,3,310.14,579.27,321.37,1
2299,ORD-202407-01110,1,20240703,20240706,120,15,5,9,3,1,237.45,250.74,13.29,0.053,9,27.86,139.95,97.5,0
2300,ORD-202407-01110,2,20240703,20240706,120,15,5,2,3,1,686.17,735.92,49.75,0.0676,4,183.98,447.76,238.41,0
2301,ORD-202407-01110,3,20240703,20240706,120,15,5,16,3,1,142.62,148.9,6.28,0.0422,10,14.89,101.7,40.92,0
2302,ORD-202407-01110,4,20240703,20240706,120,15,5,13,3,1,119.92,122.32,2.4,0.0196,11,11.12,56.4,63.53,0
2303,ORD-202407-01114,1,20240703,20240707,188,13,5,7,4,11,1928.52,1985.88,57.36,0.0289,2,992.94,1574.22,354.3,0
2304,ORD-202407-01147,1,20240703,20240704,27,10,4,4,3,12,687.7,736.71,49.01,0.0665,1,736.71,608.11,79.59,0
2305,ORD-202407-01147,2,20240703,20240704,27,10,4,3,3,12,2102.9,2228.28,125.38,0.0563,4,557.07,1832.95,269.95,0
2306,ORD-202407-01056,1,20240704,20240708,65,5,2,23,4,9,4623.58,4804.29,180.71,0.0376,3,1601.43,3479.25,1144.33,0
2307,ORD-202407-01056,2,20240704,20240708,65,5,2,20,4,9,309.89,322.32,12.43,0.0385,8,40.29,167.58,142.32,0
2308,ORD-202407-01082,1,20240704,20240705,221,3,1,14,3,8,90.1,90.4,0.3,0.0033,10,9.04,42.55,47.55,0
2309,ORD-202407-01082,2,20240704,20240705,221,3,1,9,3,8,110.95,113.92,2.97,0.0261,4,28.48,65.41,45.54,0
2310,ORD-202407-01131,1,20240704,20240706,160,13,5,2,3,1,1041.07,1094.04,52.97,0.0484,6,182.34,689.98,351.08,0
2311,ORD-202407-01151,1,20240704,20240708,213,15,5,6,1,2,717.15,749.31,32.16,0.0429,3,249.77,419.21,297.94,0
2312,ORD-202407-01183,1,20240705,20240708,134,12,4,28,3,3,225.15,235.03,9.88,0.042,1,235.03,191.73,33.42,0
2313,ORD-202407-01185,1,20240705,20240707,158,14,5,19,3,1,440.51,457.38,16.87,0.0369,3,152.46,279.96,160.55,0
2314,ORD-202407-01185,2,20240705,20240707,158,14,5,23,3,1,4333.12,4696.05,362.93,0.0773,3,1565.35,3340.3,992.82,0
2315,ORD-202407-01185,3,20240705,20240707,158,14,5,2,3,1,617.95,666.8,48.85,0.0733,4,166.7,466.28,151.68,0
2316,ORD-202407-01185,4,20240705,20240707,158,14,5,5,3,1,2076.15,2243.82,167.67,0.0747,6,373.97,1388.96,687.19,0
2317,ORD-202407-01033,1,20240706,20240713,84,4,2,11,2,10,295.96,304.64,8.68,0.0285,14,21.76,177.85,118.1,0
2318,ORD-202407-01033,2,20240706,20240713,84,4,2,9,2,10,291.8,298.3,6.5,0.0218,10,29.83,160.65,131.15,0
2319,ORD-202407-01037,1,20240706,20240707,37,13,5,25,3,1,648.86,672.64,23.78,0.0353,2,336.32,482.79,166.07,0
2320,ORD-202407-01037,2,20240706,20240707,37,13,5,13,3,1,83.32,84.77,1.45,0.0171,7,12.11,35.01,48.31,0
2321,ORD-202407-01037,3,20240706,20240707,37,13,5,16,3,1,210.23,213.22,2.99,0.014,14,15.23,143.99,66.24,0
2322,ORD-202407-01037,4,20240706,20240707,37,13,5,28,3,1,209.26,224.02,14.76,0.0659,1,224.02,195.88,13.38,0
2323,ORD-202407-01050,1,20240706,20240709,186,3,1,19,4,8,798.03,816.48,18.45,0.0226,6,136.08,554.2,243.83,0
2324,ORD-202407-01050,2,20240706,20240709,186,3,1,2,4,8,464.79,471.06,6.27,0.0133,3,157.02,335.82,128.97,0
2325,ORD-202407-01093,1,20240706,20240709,49,5,2,2,3,9,907.02,951.65,44.63,0.0469,5,190.33,572.71,334.31,0
2326,ORD-202407-01105,1,20240706,20240709,10,12,4,14,3,12,79.85,82.26,2.41,0.0294,9,9.14,35.98,43.86,0
2327,ORD-202407-01105,2,20240706,20240709,10,12,4,6,3,12,1071.76,1079.6,7.84,0.0073,5,215.92,689.86,381.9,1
2328,ORD-202407-01148,1,20240706,20240708,89,11,4,16,3,3,131.51,136.1,4.59,0.0337,10,13.61,97.97,33.55,0
2329,ORD-202407-01148,2,20240706,20240708,89,11,4,2,3,3,682.52,710.0,27.48,0.0387,4,177.5,447.62,234.89,0
2330,ORD-202407-01148,3,20240706,20240708,89,11,4,15,3,3,113.73,115.62,1.89,0.0164,6,19.27,79.56,34.17,0
2331,ORD-202407-01148,4,20240706,20240708,89,11,4,6,3,3,233.34,241.25,7.91,0.0328,1,241.25,144.21,89.14,0
2332,ORD-202407-01161,1,20240706,20240710,157,14,5,14,4,1,72.34,74.8,2.46,0.0329,8,9.35,32.2,40.14,0
2333,ORD-202407-01161,2,20240706,20240710,157,14,5,21,4,1,147.22,151.38,4.16,0.0275,2,75.69,82.87,64.35,0
2334,ORD-202407-01164,1,20240706,20240708,85,8,3,9,3,5,195.5,202.23,6.73,0.0333,7,28.89,110.16,85.34,0
2335,ORD-202407-01164,2,20240706,20240708,85,8,3,1,3,5,541.16,567.08,25.92,0.0457,2,283.54,395.16,146.0,0
2336,ORD-202407-01178,1,20240706,20240712,6,7,3,27,2,6,733.07,783.84,50.77,0.0648,2,391.92,696.62,36.45,0
2337,ORD-202407-01178,2,20240706,20240712,6,7,3,23,2,6,4168.34,4338.9,170.56,0.0393,3,1446.3,3524.21,644.13,0
2338,ORD-202407-01178,3,20240706,20240712,6,7,3,7,2,6,3520.3,3879.68,359.38,0.0926,4,969.92,3433.61,86.69,0
2339,ORD-202407-01178,4,20240706,20240712,6,7,3,26,2,6,2195.4,2349.5,154.1,0.0656,5,469.9,1781.4,414.01,0
2340,ORD-202407-01180,1,20240706,20240711,154,6,2,23,2,10,6791.68,7145.1,353.42,0.0495,5,1429.02,5958.72,832.96,0
2341,ORD-202407-01180,2,20240706,20240711,154,6,2,22,2,10,815.11,867.42,52.31,0.0603,9,96.38,528.32,286.79,0
2342,ORD-202407-01180,3,20240706,20240711,154,6,2,13,2,10,252.89,261.58,8.69,0.0332,22,11.89,114.38,138.51,0
2343,ORD-202407-01076,1,20240707,20240711,41,11,4,1,4,3,281.35,292.74,11.39,0.0389,1,292.74,190.24,91.11,0
2344,ORD-202407-01087,1,20240707,20240711,223,12,4,17,3,3,108.63,112.77,4.14,0.0367,9,12.53,51.36,57.26,0
2345,ORD-202407-01150,1,20240707,20240709,44,13,5,9,1,11,242.32,247.52,5.2,0.021,8,30.94,122.22,120.1,0
2346,ORD-202407-01150,2,20240707,20240709,44,13,5,24,1,11,1869.83,1940.46,70.63,0.0364,1,1940.46,1526.1,343.73,0
2347,ORD-202407-01028,1,20240708,20240709,179,12,4,9,3,4,342.85,352.2,9.35,0.0266,12,29.35,194.01,148.83,0
2348,ORD-202407-01028,2,20240708,20240709,179,12,4,2,3,4,555.59,575.61,20.02,0.0348,3,191.87,322.0,233.59,0
2349,ORD-202407-01028,3,20240708,20240709,179,12,4,24,3,4,7502.26,7908.84,406.58,0.0514,4,1977.21,5934.06,1568.2,0
2350,ORD-202407-01104,1,20240708,20240709,205,13,5,10,1,2,169.75,170.37,0.62,0.0036,9,18.93,85.58,84.18,0
2351,ORD-202407-01125,1,20240708,20240711,163,11,4,19,1,12,1098.61,1141.76,43.15,0.0378,8,142.72,727.38,371.23,0
2352,ORD-202407-01125,2,20240708,20240711,163,11,4,21,1,12,789.8,821.81,32.01,0.0389,11,74.71,439.11,350.69,0
2353,ORD-202407-01125,3,20240708,20240711,163,11,4,5,1,12,949.77,967.02,17.25,0.0178,3,322.34,697.72,252.05,0
2354,ORD-202407-01174,1,20240708,20240709,55,6,2,23,3,10,2754.13,2898.12,143.99,0.0497,2,1449.06,2365.03,389.09,0
2355,ORD-202407-01174,2,20240708,20240709,55,6,2,13,3,10,69.09,71.1,2.01,0.0282,6,11.85,31.52,37.57,0
2356,ORD-202407-01174,3,20240708,20240709,55,6,2,4,3,10,2348.47,2419.71,71.24,0.0294,3,806.57,1863.07,485.4,0
2357,ORD-202407-01174,4,20240708,20240709,55,6,2,19,3,10,692.06,717.75,25.69,0.0358,5,143.55,492.39,199.67,0
2358,ORD-202407-01085,1,20240709,20240711,130,5,2,23,4,9,2915.82,2934.66,18.84,0.0064,2,1467.33,2229.01,686.81,0
2359,ORD-202407-01146,1,20240709,20240716,28,10,4,23,2,12,4347.26,4542.27,195.01,0.0429,3,1514.09,3360.97,986.29,0
2360,ORD-202407-01146,2,20240709,20240716,28,10,4,5,2,12,1372.05,1453.32,81.27,0.0559,4,363.33,956.18,415.87,0
2361,ORD-202407-01176,1,20240709,20240715,44,13,5,4,2,2,1495.52,1586.0,90.48,0.057,2,793.0,1250.83,244.7,0
2362,ORD-202407-01177,1,20240709,20240714,182,13,5,20,2,2,363.05,379.3,16.25,0.0429,10,37.93,217.1,145.95,0
2363,ORD-202407-01177,2,20240709,20240714,182,13,5,25,2,2,3193.69,3351.0,157.31,0.0469,10,335.1,2385.24,808.45,0
2364,ORD-202407-01144,1,20240710,20240715,244,3,1,5,2,8,1539.28,1620.35,81.07,0.05,5,324.07,1188.46,350.83,0
2365,ORD-202407-01171,1,20240710,20240713,192,11,4,26,1,3,1493.67,1512.06,18.39,0.0122,3,504.02,1040.26,453.4,0
2366,ORD-202407-01171,2,20240710,20240713,192,11,4,2,1,3,1150.73,1211.98,61.25,0.0505,7,173.14,814.94,335.8,0
2367,ORD-202407-01021,1,20240711,20240715,241,1,1,6,2,8,1351.72,1429.33,77.61,0.0543,7,204.19,979.12,372.6,0
2368,ORD-202407-01021,2,20240711,20240715,241,1,1,15,2,8,170.14,176.94,6.8,0.0384,9,19.66,122.84,47.3,1
2369,ORD-202407-01021,3,20240711,20240715,241,1,1,13,2,8,118.53,121.33,2.8,0.0231,11,11.03,56.56,61.97,0
2370,ORD-202407-01021,4,20240711,20240715,241,1,1,10,2,8,233.03,241.95,8.92,0.0369,15,16.13,149.26,83.77,0
2371,ORD-202407-01048,1,20240711,20240718,101,11,4,24,2,12,5646.03,5967.03,321.0,0.0538,3,1989.01,4390.42,1255.61,0
2372,ORD-202407-01079,1,20240711,20240712,245,1,1,20,1,7,104.14,106.53,2.39,0.0224,3,35.51,61.88,42.27,0
2373,ORD-202407-01079,2,20240711,20240712,245,1,1,4,1,7,3023.33,3168.52,145.19,0.0458,4,792.13,2454.11,569.22,0
2374,ORD-202407-01090,1,20240711,20240715,185,7,3,25,1,6,959.27,1003.86,44.59,0.0444,3,334.62,718.76,240.51,0
2375,ORD-202407-01090,2,20240711,20240715,185,7,3,5,1,6,968.73,1003.77,35.04,0.0349,3,334.59,728.9,239.83,0
2376,ORD-202407-01090,3,20240711,20240715,185,7,3,1,1,6,811.21,842.37,31.16,0.037,3,280.79,587.34,223.87,0
2377,ORD-202407-01096,1,20240711,20240715,53,15,5,20,4,11,213.96,223.56,9.6,0.0429,6,37.26,129.34,84.62,0
2378,ORD-202407-01136,1,20240711,20240713,182,13,5,27,1,11,2010.65,2107.0,96.35,0.0457,5,421.4,1774.34,236.31,0
2379,ORD-202407-01136,2,20240711,20240713,182,13,5,6,1,11,844.25,883.04,38.79,0.0439,4,220.76,564.43,279.83,0
2380,ORD-202407-01136,3,20240711,20240713,182,13,5,10,1,11,283.74,287.14,3.4,0.0118,14,20.51,132.75,150.99,0
2381,ORD-202407-01138,1,20240711,20240717,251,14,5,16,2,1,201.39,211.2,9.81,0.0465,15,14.08,150.95,50.43,0
2382,ORD-202407-01165,1,20240711,20240716,190,15,5,4,4,11,1522.77,1585.0,62.23,0.0393,2,792.5,1224.1,298.67,0
2383,ORD-202407-01165,2,20240711,20240716,190,15,5,9,4,11,189.43,200.06,10.63,0.0531,7,28.58,111.29,78.14,0
2384,ORD-202407-01165,3,20240711,20240716,190,15,5,16,4,11,132.86,138.87,6.01,0.0433,9,15.43,92.18,40.67,0
2385,ORD-202407-01047,1,20240712,20240715,111,7,3,15,2,6,334.93,344.52,9.59,0.0278,18,19.14,248.92,86.02,0
2386,ORD-202407-01047,2,20240712,20240715,111,7,3,16,2,6,426.65,438.48,11.83,0.027,29,15.12,308.87,117.79,0
2387,ORD-202407-01047,3,20240712,20240715,111,7,3,25,2,6,1278.35,1333.6,55.25,0.0414,4,333.4,948.73,329.62,0
2388,ORD-202407-01058,1,20240712,20240719,120,15,5,26,2,11,2670.68,2923.44,252.76,0.0865,6,487.24,2278.73,391.95,0
